Orthogroup species refseq ensembl_gene_id go_id
1 OG0001300 Parus_major XP_015501167 ENSPMJG00000018813 
122 OG0001403 Parus_major XP_015499477 ENSPMJG00000013423 GO:0022857
123 OG0001403 Parus_major XP_015499477 ENSPMJG00000013423 GO:0055085
124 OG0001403 Parus_major XP_015499477 ENSPMJG00000013423 GO:0016021
125 OG0001403 Parus_major XP_015499477 ENSPMJG00000013423 GO:0016020
126 OG0001403 Taeniopygia_guttata XP_012433597 ENSTGUG00000007888 GO:0016020
127 OG0001403 Taeniopygia_guttata XP_012433597 ENSTGUG00000007888 GO:0016021
128 OG0001403 Taeniopygia_guttata XP_012433597 ENSTGUG00000007888 GO:0055085
129 OG0001403 Taeniopygia_guttata XP_012433597 ENSTGUG00000007888 GO:0022857
130 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0045666
131 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0021615
132 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0009952
133 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0048704
134 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0051216
135 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0030878
136 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0000981
137 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0006355
138 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0003700
139 OG0001420 Parus_major XP_015490868 ENSPMJG00000018522 GO:0003677
140 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0000977
141 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0000122
142 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0001228
143 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0045944
144 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0009952
145 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0048705
146 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:1990837
147 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0000981
148 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0006355
149 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0003700
150 OG0001421 Parus_major XP_015490875 ENSPMJG00000018525 GO:0003677
151 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0000122
152 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0001228
153 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0045944
154 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0000977
155 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0009952
156 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0048705
157 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:1990837
158 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0000981
159 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0003700
160 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0006355
161 OG0001421 Taeniopygia_guttata XP_030133390 ENSTGUG00000022095 GO:0003677
162 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0005654
163 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0005634
164 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0045944
165 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0003677
166 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0003700
167 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0042127
168 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0000978
169 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0001228
170 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0007389
171 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0009952
172 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0035108
173 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0042733
174 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0003682
175 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0001501
176 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0000987
177 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0030326
178 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0022612
179 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0030539
180 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0060687
181 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0060527
182 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:1990837
183 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0060571
184 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0060602
185 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0000981
186 OG0001422 Parus_major XP_015489677 ENSPMJG00000018531 GO:0006355
187 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0005637
188 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0007129
189 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0070187
190 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0045141
191 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0070197
192 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0000781
193 OG0001442 Parus_major XP_015495832 ENSPMJG00000003867 GO:0005515
194 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0005515
195 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0004842
196 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0008270
197 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0051726
198 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0046872
199 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0005737
200 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0005856
201 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0005874
202 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0016567
203 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0043014
204 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0000281
205 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0007051
206 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0007340
207 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0070507
208 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0001669
209 OG0001923 Ficedula_albicollis XP_016160375 ENSFALG00000002614 GO:0110165
210 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0005737
211 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0004842
212 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0070507
213 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0000281
214 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0043014
215 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0051726
216 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0001669
217 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0007051
218 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0007340
219 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0008270
220 OG0001923 Parus_major XP_015470789 ENSPMJG00000005711 GO:0005515
221 OG0000819 Ficedula_albicollis XP_005056124 ENSFALG00000001403 GO:0004550
222 OG0000819 Ficedula_albicollis XP_005056124 ENSFALG00000001403 GO:0006165
223 OG0000819 Ficedula_albicollis XP_005056124 ENSFALG00000001403 GO:0006183
224 OG0000819 Ficedula_albicollis XP_005056124 ENSFALG00000001403 GO:0006228
225 OG0000819 Ficedula_albicollis XP_005056124 ENSFALG00000001403 GO:0006241
226 OG0000819 Parus_major XP_015501200 ENSPMJG00000018101 GO:0006228
227 OG0000819 Parus_major XP_015501200 ENSPMJG00000018101 GO:0006241
228 OG0000819 Parus_major XP_015501200 ENSPMJG00000018101 GO:0006183
229 OG0000819 Parus_major XP_015501200 ENSPMJG00000018101 GO:0006165
230 OG0000819 Parus_major XP_015501200 ENSPMJG00000018101 GO:0004550
231 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0048471
232 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0005654
233 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0005829
234 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0005634
235 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0030425
236 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0036120
237 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0071364
238 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0005794
239 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0030424
240 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0030426
241 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0071902
242 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0045211
243 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0031234
244 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0043204
245 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0042734
246 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0032869
247 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0045600
248 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:0038203
249 OG0002010 Parus_major XP_015489470 ENSPMJG00000011481 GO:1990314
250 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0032869
251 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0036120
252 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0038203
253 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0045600
254 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0071364
255 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0071902
256 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:1990314
257 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0005634
258 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0005654
259 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0005794
260 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0005829
261 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0030424
262 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0030425
263 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0030426
264 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0031234
265 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0042734
266 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0043204
267 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0045211
268 OG0002010 Taeniopygia_guttata XP_002194130 ENSTGUG00000007873 GO:0048471
269 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0005856
270 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0004725
271 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0006470
272 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0016311
273 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0016791
274 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0016020
275 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0005737
276 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0016787
277 OG0002164 Ficedula_albicollis XP_005047509 ENSFALG00000012455 GO:0035335
278 OG0002164 Parus_major XP_015487125 ENSPMJG00000016904 GO:0006470
279 OG0002164 Parus_major XP_015487125 ENSPMJG00000016904 GO:0016791
280 OG0002164 Parus_major XP_015487125 ENSPMJG00000016904 GO:0005856
281 OG0002164 Parus_major XP_015487125 ENSPMJG00000016904 GO:0016311
282 OG0002164 Parus_major XP_015487125 ENSPMJG00000016904 GO:0004725
283 OG0002164 Taeniopygia_guttata XP_030130669 ENSTGUG00000012408 GO:0005856
284 OG0002164 Taeniopygia_guttata XP_030130669 ENSTGUG00000012408 GO:0004725
285 OG0002164 Taeniopygia_guttata XP_030130669 ENSTGUG00000012408 GO:0016311
286 OG0002164 Taeniopygia_guttata XP_030130669 ENSTGUG00000012408 GO:0016791
287 OG0002164 Taeniopygia_guttata XP_030130669 ENSTGUG00000012408 GO:0006470
288 OG0002209 Taeniopygia_guttata XP_030130864 ENSTGUG00000012810 GO:0005515
289 OG0002723 Parus_major XP_015492399 ENSPMJG00000013061 
290 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0005515
291 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0005737
292 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0050790
293 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0005085
294 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0030234
295 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0032869
296 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0072659
297 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0005794
298 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0005829
299 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0005886
300 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0030904
301 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0032593
302 OG0002841 Ficedula_albicollis XP_005060949 ENSFALG00000003075 GO:0043231
303 OG0002841 Parus_major XP_015507914 ENSPMJG00000017699 GO:0005515
304 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0005886
305 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0005829
306 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0005085
307 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0043231
308 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0005794
309 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0072659
310 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0032869
311 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0030904
312 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0032593
313 OG0002841 Taeniopygia_guttata XP_002190643 ENSTGUG00000004350 GO:0005515
314 OG0004333 Ficedula_albicollis XP_005054127 ENSFALG00000023133 
315 OG0004333 Taeniopygia_guttata XP_030141090 ENSTGUG00000004848 
316 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0016491
317 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0016620
318 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0006081
319 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0001758
320 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0004029
321 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0004030
322 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0042803
323 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0070324
324 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0070403
325 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0002072
326 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0002138
327 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0007626
328 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0021768
329 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0031076
330 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0042472
331 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0042573
332 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0042574
333 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0043065
334 OG0000055 Ficedula_albicollis XP_005051790 ENSFALG00000010228 GO:0043584
