Orthogroup,V2,go_id
OG0000011,425441,GO:0050804
OG0000011,425441,GO:1902476
OG0000011,425441,GO:2000302
OG0000011,425441,GO:0030425
OG0000011,425441,GO:0032809
OG0000011,425441,GO:0042734
OG0000011,425441,GO:0043005
OG0000011,425441,GO:0098793
OG0000011,425441,GO:0098978
OG0000012,100858504,GO:0005200
OG0000012,100858504,GO:0005882
OG0000015,100857292,
OG0000016,100857214,GO:0007017
OG0000016,100857214,GO:0005874
OG0000016,100857214,GO:0005525
OG0000016,100857214,GO:0005200
OG0000018,100857439,GO:0003677
OG0000018,100857439,GO:0000786
OG0000018,100857439,GO:0046982
OG0000018,100857439,GO:0030527
OG0000018,100857439,GO:0005634
OG0000018,100857439,GO:0005694
OG0000019,121106708,GO:0005886
OG0000019,121106708,GO:0016020
OG0000019,121106708,GO:0005509
OG0000019,121106708,GO:0007156
OG0000019,121106708,GO:0007155
OG0000019,121106708,GO:0007399
OG0000019,121106708,GO:0016021
OG0000022,112529929,GO:0045095
OG0000023,417255,GO:0007017
OG0000023,417255,GO:0005874
OG0000023,417255,GO:0003924
OG0000023,417255,GO:0005525
OG0000023,417255,GO:0005200
OG0000026,100858477,GO:0006355
OG0000033,100857820,
OG0000035,100857637,GO:0006355
OG0000035,100857637,GO:0005634
OG0000035,100857637,GO:0005515
OG0000038,418169,GO:0016491
OG0000041,100858919,GO:0005515
OG0000041,100858919,GO:0016791
OG0000041,100858919,GO:0004725
OG0000041,100858919,GO:0006470
OG0000041,100858919,GO:0016311
OG0000045,396084,GO:0000166
OG0000045,396084,GO:0005524
OG0000045,396084,GO:0005737
OG0000045,396084,GO:0005856
OG0000045,396084,GO:0005869
OG0000047,112529952,
OG0000048,419479,GO:0016021
OG0000048,419479,GO:0016787
OG0000048,419479,GO:0052689
OG0000048,419479,GO:0016020
OG0000049,107049986,
OG0000050,421255,GO:0006511
OG0000050,421255,GO:0031625
OG0000053,419267,
OG0000054,431299,GO:0045095
OG0000059,395350,GO:0005524
OG0000059,395350,GO:0005515
OG0000059,395350,GO:0051015
OG0000059,395350,GO:0003774
OG0000059,395350,GO:0016459
OG0000062,426274,GO:0016021
OG0000062,426274,GO:0005515
OG0000062,426274,GO:0006955
OG0000062,426274,GO:0007165
OG0000062,426274,GO:0004888
OG0000062,426274,GO:0050729
OG0000062,426274,GO:0002224
OG0000062,426274,GO:0045087
OG0000062,426274,GO:0002755
OG0000062,426274,GO:0001817
OG0000062,426274,GO:0034166
OG0000064,107055209,GO:0005634
OG0000064,107055209,GO:0031267
OG0000064,107055209,GO:0022604
OG0000064,107055209,GO:0019901
OG0000064,107055209,GO:0005829
OG0000064,107055209,GO:0030866
OG0000064,107055209,
OG0000065,419138,
OG0000065,419138,GO:0032991
OG0000065,419138,GO:0005813
OG0000065,419138,GO:1905515
OG0000065,419138,GO:0060271
OG0000065,419138,GO:0005814
OG0000065,419138,GO:0033365
OG0000065,419138,GO:0000278
OG0000065,419138,GO:0019901
OG0000065,419138,GO:0071539
OG0000065,419138,GO:0019904
OG0000065,419138,GO:0008104
OG0000065,419138,GO:0008022
OG0000065,419138,GO:0010457
OG0000065,419138,GO:0030997
OG0000065,419138,GO:1904781
OG0000068,107050229,GO:0004348
OG0000068,107050229,GO:0006665
OG0000071,416132,GO:0005524
OG0000071,416132,GO:0005737
OG0000071,416132,GO:0004812
OG0000071,416132,GO:0006418
OG0000071,416132,GO:0004821
OG0000071,416132,GO:0006427
OG0000072,407091,GO:0005515
OG0000074,107056139,GO:0006807
OG0000074,107056139,GO:0016811
OG0000077,395945,GO:0005886
OG0000077,395945,GO:0005515
OG0000077,395945,GO:0016020
OG0000077,395945,GO:0006811
OG0000077,395945,GO:0055085
OG0000077,395945,GO:0006814
OG0000077,395945,GO:0005216
OG0000077,395945,GO:0005248
OG0000077,395945,GO:0001518
OG0000077,395945,GO:0005261
OG0000077,395945,GO:0016021
OG0000077,395945,GO:0005244
OG0000077,395945,GO:0034765
OG0000077,395945,GO:0035725
OG0000077,395945,GO:0030424
OG0000077,395945,GO:0019228
OG0000077,395945,GO:0086010
OG0000077,395945,GO:0005272
OG0000078,427483,GO:0016021
OG0000078,427483,GO:0015031
OG0000078,427483,GO:0005789
OG0000078,427483,GO:0016020
OG0000079,419171,
OG0000080,420695,GO:0007186
OG0000080,420695,GO:0016021
OG0000080,420695,GO:0004930
OG0000080,420695,GO:0006955
OG0000080,420695,GO:0006954
OG0000080,420695,GO:0006935
OG0000080,420695,GO:0004950
OG0000080,420695,GO:0016493
OG0000080,420695,GO:0090026
OG0000080,420695,GO:0016020
OG0000080,420695,GO:0007165
OG0000080,420695,GO:0009897
OG0000080,420695,GO:0005737
OG0000080,420695,GO:0019957
OG0000080,420695,GO:0007204
OG0000080,420695,GO:0019722
OG0000080,420695,GO:0060326
OG0000080,420695,GO:0070098
OG0000081,395320,GO:0003677
OG0000081,395320,GO:0006355
OG0000081,395320,GO:0005634
OG0000081,395320,GO:0007275
OG0000081,395320,GO:0000981
OG0000081,395320,GO:0006357
OG0000081,395320,GO:0000977
OG0000081,395320,GO:0030154
OG0000081,395320,GO:0009887
OG0000081,395320,GO:0003700
OG0000081,395320,GO:0000978
OG0000081,395320,GO:0001228
OG0000081,395320,GO:1990837
OG0000081,395320,GO:0009948
OG0000081,395320,GO:0045944
OG0000082,396498,GO:0003824
OG0000082,396498,GO:0004056
OG0000082,396498,GO:0042450
OG0000082,396498,GO:0005212
OG0000082,396498,GO:0006520
OG0000082,396498,GO:0006526
OG0000082,396498,GO:0007626
OG0000082,396498,GO:0009791
OG0000082,396498,GO:0019676
OG0000082,396498,GO:0045429
OG0000083,100858713,GO:0016021
OG0000083,100858713,GO:0090482
OG0000083,100858713,GO:0051180
OG0000084,100857694,GO:0050660
OG0000084,100857694,GO:0050661
OG0000084,100857694,GO:0004499
OG0000086,374080,GO:0006355
OG0000086,374080,GO:0005634
OG0000086,374080,GO:0005515
OG0000086,374080,GO:0140297
OG0000086,374080,GO:0005654
OG0000086,374080,GO:1990830
OG0000086,374080,GO:0000122
OG0000086,374080,GO:0003714
OG0000086,374080,GO:0003682
OG0000086,374080,GO:0045892
OG0000086,374080,GO:0016055
OG0000086,374080,GO:1990907
OG0000087,419523,GO:0019888
OG0000087,419523,GO:0000159
OG0000087,419523,GO:0005515
OG0000087,419523,GO:0006470
OG0000087,419523,GO:0098978
OG0000087,419523,GO:0045202
OG0000087,419523,GO:0043278
OG0000088,419861,GO:0016491
OG0000088,419861,GO:0043231
OG0000088,419861,GO:0030176
OG0000088,419861,GO:0005496
OG0000088,419861,GO:0070524
OG0000088,419861,GO:0006706
OG0000091,420422,GO:0016021
OG0000091,420422,GO:0022857
OG0000091,420422,GO:0055085
OG0000092,416137,
OG0000093,100857394,GO:0005576
OG0000093,100857394,GO:0005615
OG0000093,100857394,GO:0004866
OG0000094,101748650,
OG0000095,414139,GO:0005975
OG0000095,414139,GO:0003824
OG0000095,414139,GO:0043169
OG0000095,414139,GO:0004556
OG0000096,769421,GO:0008146
OG0000097,396051,GO:0004497
OG0000097,396051,GO:0020037
OG0000097,396051,GO:0005506
OG0000097,396051,GO:0016705
OG0000097,396051,GO:0016712
OG0000098,374141,GO:0016021
OG0000098,374141,GO:0005515
OG0000098,374141,GO:0006955
OG0000098,374141,GO:0007165
OG0000098,374141,GO:0004888
OG0000098,374141,GO:0002224
OG0000098,374141,GO:0045087
OG0000098,374141,GO:0002755
OG0000098,374141,GO:0001817
OG0000098,374141,GO:0002237
OG0000098,374141,GO:0034134
OG0000098,374141,GO:0016020
OG0000098,374141,GO:0002376
OG0000098,374141,GO:0005887
OG0000098,374141,GO:0038023
OG0000098,374141,GO:0006954
OG0000098,374141,GO:0050135
OG0000098,374141,GO:0061809
OG0000098,374141,GO:0005886
OG0000098,374141,GO:0042497
OG0000099,374095,GO:0016787
OG0000101,100857713,GO:0006355
OG0000101,100857713,GO:0003700
OG0000101,100857713,GO:0043565
OG0000101,100857713,GO:0006357
OG0000106,428310,
OG0000107,101747315,GO:0005509
OG0000107,101747315,GO:0046914
OG0000109,100859726,
OG0000110,396284,GO:0005509
OG0000110,396284,GO:0046872
OG0000113,427025,GO:0003682
OG0000113,427025,GO:0010468
OG0000113,427025,GO:0061780
OG0000113,427025,GO:0005634
OG0000113,427025,GO:0007049
OG0000113,427025,GO:0009790
OG0000114,427401,GO:0005975
OG0000114,427401,GO:0004553
OG0000114,427401,GO:0016020
OG0000114,427401,GO:0016021
OG0000114,427401,GO:0016787
OG0000114,427401,GO:0008152
OG0000114,427401,GO:0016798
OG0000114,427401,GO:0048741
OG0000116,101747587,GO:0005515
OG0000116,101747587,GO:0008585
OG0000116,101747587,GO:0008584
OG0000116,101747587,GO:0097009
OG0000116,101747587,GO:0007144
OG0000116,101747587,GO:0060612
OG0000116,101747587,GO:0007141
OG0000116,101747587,GO:0060613
OG0000116,101747587,GO:0072520
OG0000116,101747587,GO:0021888
OG0000118,100859519,GO:0005634
OG0000118,100859519,GO:0008270
OG0000118,100859519,GO:0006355
OG0000118,100859519,GO:0003700
OG0000118,100859519,GO:0043565
OG0000118,100859519,GO:0046872
OG0000118,100859519,GO:0003677
OG0000118,100859519,GO:0000978
OG0000118,100859519,GO:0006357
OG0000118,100859519,GO:0000122
OG0000118,100859519,GO:0030154
OG0000118,100859519,GO:0004879
OG0000118,100859519,GO:0030522
OG0000118,100859519,GO:0048856
OG0000118,100859519,GO:0045944
OG0000118,100859519,GO:0001227
OG0000118,100859519,GO:1990837
OG0000118,100859519,GO:0005654
OG0000118,100859519,GO:0005829
OG0000119,420897,GO:0005615
OG0000119,420897,GO:0004867
OG0000120,101747452,
OG0000123,100858107,GO:0016021
OG0000123,100858107,GO:0006813
OG0000123,100858107,GO:0005516
OG0000123,100858107,GO:0015269
OG0000123,100858107,GO:0016286
OG0000123,100858107,GO:0016020
OG0000123,100858107,GO:0005242
OG0000123,100858107,GO:0006811
OG0000123,100858107,GO:0071805
OG0000123,100858107,GO:0005737
OG0000123,100858107,GO:0005886
OG0000125,107050955,GO:0005856
OG0000125,107050955,GO:0008092
OG0000125,107050955,GO:0045104
OG0000127,101748950,GO:0005515
OG0000128,395227,GO:0008146
OG0000128,395227,GO:0006805
OG0000128,395227,GO:0042403
OG0000128,395227,GO:0051923
OG0000130,100857433,
OG0000131,100857902,GO:0007186
OG0000131,100857902,GO:0016021
OG0000131,100857902,GO:0004930
OG0000131,100857902,GO:0016020
OG0000131,100857902,GO:0005887
OG0000131,100857902,GO:0042277
OG0000131,100857902,GO:0005929
OG0000133,100534590,GO:0030100
OG0000133,100534590,GO:0006897
OG0000133,100534590,GO:0005737
OG0000133,100534590,GO:0140312
OG0000133,100534590,GO:0006929
OG0000133,100534590,GO:0048008
OG0000133,100534590,GO:0048041
OG0000133,100534590,GO:0097178
OG0000133,100534590,GO:0120181
OG0000133,100534590,GO:0005905
OG0000133,100534590,GO:0031252
OG0000133,100534590,GO:0042995
OG0000134,415602,GO:0005524
OG0000134,415602,GO:0003723
OG0000134,415602,GO:0003676
OG0000134,415602,GO:0004386
OG0000134,415602,GO:0003724
OG0000134,415602,GO:0005737
OG0000134,415602,GO:0007286
OG0000134,415602,GO:0005783
OG0000134,415602,GO:0070555
OG0000134,415602,GO:0044829
OG0000134,415602,GO:1990247
OG0000134,415602,GO:0035770
OG0000134,415602,GO:0008186
OG0000134,415602,GO:0034458
OG0000134,415602,GO:0070063
OG0000134,415602,GO:0034612
OG0000134,415602,GO:0048599
OG0000134,415602,GO:0051729
OG0000135,395128,GO:0003677
OG0000135,395128,GO:0006355
OG0000135,395128,GO:0046983
OG0000135,395128,GO:0000978
OG0000135,395128,GO:0000981
OG0000135,395128,GO:0006357
OG0000135,395128,GO:0009952
OG0000135,395128,GO:0060173
OG0000135,395128,GO:0050767
OG0000135,395128,GO:0001756
OG0000135,395128,GO:0005515
OG0000135,395128,GO:0001222
OG0000135,395128,GO:0004565
OG0000136,101750550,GO:0005200
OG0000136,101750550,GO:0005882
OG0000137,421172,GO:0046872
OG0000137,421172,GO:0003729
OG0000137,421172,GO:0016973
OG0000138,100857850,
OG0000142,100859645,GO:0004364
OG0000143,420895,GO:0005615
OG0000143,420895,GO:0004867
OG0000145,395072,GO:0005576
OG0000145,395072,GO:0005975
OG0000145,395072,GO:0004553
OG0000145,395072,GO:0008061
OG0000145,395072,GO:0016787
OG0000145,395072,GO:0008152
OG0000145,395072,GO:0004568
OG0000145,395072,GO:0016798
OG0000145,395072,GO:0006032
OG0000147,374195,GO:0005524
OG0000147,374195,GO:0140658
OG0000148,395424,GO:0003824
OG0000148,395424,GO:0005634
OG0000148,395424,GO:0005737
OG0000148,395424,GO:0016787
OG0000148,395424,GO:0006355
OG0000148,395424,GO:0000118
OG0000148,395424,GO:0005886
OG0000148,395424,GO:0005654
OG0000148,395424,GO:0005829
OG0000148,395424,GO:0072332
OG0000148,395424,GO:0016926
OG0000148,395424,GO:0016929
OG0000148,395424,GO:0043530
OG0000148,395424,GO:0009154
OG0000148,395424,GO:0050850
OG0000149,107050559,GO:0006096
OG0000149,107050559,GO:0004332
OG0000150,417615,GO:0016491
OG0000150,417615,GO:0016620
OG0000150,417615,GO:0006081
OG0000151,423786,GO:0016788
OG0000153,100859609,GO:0008270
OG0000153,100859609,GO:0003723
OG0000153,100859609,GO:0003676
OG0000153,100859609,GO:0000398
OG0000153,100859609,GO:0016607
OG0000156,112533475,GO:0003824
OG0000156,112533475,GO:0004536
OG0000156,112533475,GO:0006308
OG0000157,100858304,GO:0005515
OG0000157,100858304,GO:0006886
OG0000157,100858304,GO:0016020
OG0000157,100858304,GO:0015031
OG0000157,100858304,GO:0005483
OG0000157,100858304,GO:0019905
OG0000157,100858304,GO:0007420
OG0000157,100858304,GO:0010807
OG0000157,100858304,GO:0016082
OG0000157,100858304,GO:0016192
OG0000157,100858304,GO:0030182
OG0000157,100858304,GO:0035249
OG0000157,100858304,GO:0035494
OG0000157,100858304,GO:0045176
OG0000157,100858304,GO:0031201
OG0000157,100858304,GO:0070044
OG0000157,100858304,GO:0098793
OG0000157,100858304,GO:0098978
OG0000159,425662,GO:0005515
OG0000159,425662,GO:0008430
OG0000160,424628,GO:0003677
OG0000160,424628,GO:0045892
OG0000160,424628,GO:0005794
OG0000161,396011,GO:0003677
OG0000161,396011,GO:0008270
OG0000161,396011,GO:0005634
OG0000161,396011,GO:0008168
OG0000161,396011,GO:0003682
OG0000161,396011,GO:0003886
OG0000161,396011,GO:0090116
OG0000161,396011,GO:0010628
OG0000161,396011,GO:0007265
OG0000161,396011,GO:1990841
OG0000161,396011,GO:0090309
OG0000161,396011,GO:0005657
OG0000161,396011,GO:0042127
OG0000161,396011,GO:0005721
OG0000161,396011,GO:0000122
OG0000161,396011,GO:0010468
OG0000161,396011,GO:0045892
OG0000161,396011,GO:0010629
OG0000161,396011,GO:0003723
OG0000161,396011,GO:0008327
OG0000161,396011,GO:0009008
OG0000161,396011,GO:0006306
OG0000161,396011,GO:0006346
OG0000161,396011,GO:0006351
OG0000161,396011,GO:0010216
OG0000161,396011,GO:0032776
OG0000161,396011,GO:0043045
OG0000161,396011,GO:0071230
OG0000161,396011,GO:1903926
OG0000161,396011,GO:1904707
OG0000161,396011,GO:1905460
OG0000161,396011,GO:1905931
OG0000161,396011,GO:0000792
OG0000161,396011,GO:0001674
OG0000161,396011,GO:0043073
OG0000168,418223,GO:0016020
OG0000168,418223,GO:0016021
OG0000168,418223,GO:0016757
OG0000168,418223,GO:0000139
OG0000168,418223,GO:0008378
OG0000168,418223,GO:0006688
OG0000168,418223,GO:0016758
OG0000168,418223,
OG0000168,418223,GO:0007009
OG0000168,418223,GO:0015643
OG0000168,418223,GO:0050512
OG0000168,418223,GO:0001576
OG0000168,418223,GO:0016491
OG0000169,107049069,GO:0006508
OG0000169,107049069,GO:0004252
OG0000170,423417,GO:0007165
OG0000170,423417,GO:0005085
OG0000170,423417,GO:0016192
OG0000170,423417,GO:0031410
OG0000170,423417,GO:0005769
OG0000170,423417,GO:0031267
OG0000170,423417,GO:0030424
OG0000170,423417,GO:0043025
OG0000170,423417,GO:0005737
OG0000170,423417,GO:0097494
OG0000170,423417,GO:0030425
OG0000170,423417,GO:0031982
OG0000170,423417,GO:0060755
OG0000170,423417,GO:0002091
OG0000170,423417,GO:0030139
OG0000170,423417,GO:0110165
OG0000170,423417,GO:0050790
OG0000170,423417,GO:0005096
OG0000171,417165,GO:0016788
OG0000171,417165,GO:0006629
OG0000171,417165,GO:0030299
OG0000171,417165,GO:0030157
OG0000171,417165,GO:0046514
OG0000172,772081,GO:0007130
OG0000172,772081,GO:0000795
OG0000172,772081,GO:0051289
OG0000172,772081,GO:0003690
OG0000172,772081,GO:0007283
OG0000172,772081,GO:0032880
OG0000172,772081,GO:0001673
OG0000172,772081,GO:0000794
OG0000172,772081,GO:0007131
OG0000172,772081,GO:0005694
OG0000172,772081,GO:0007129
OG0000172,772081,GO:0051026
OG0000172,772081,GO:0000801
OG0000172,772081,GO:0035092
OG0000172,772081,GO:0000711
OG0000172,772081,GO:0051878
OG0000172,772081,GO:0000802
OG0000175,100857964,
OG0000176,416407,GO:0005515
OG0000176,416407,GO:0060271
OG0000176,416407,GO:0005814
OG0000177,100859467,GO:0005515
OG0000177,100859467,GO:0007165
OG0000177,100859467,GO:0005096
OG0000177,100859467,GO:0043087
OG0000177,100859467,GO:0043547
OG0000177,100859467,GO:0046580
OG0000178,431588,GO:0005634
OG0000178,431588,GO:0005515
OG0000178,431588,GO:0006357
OG0000178,431588,GO:0000981
OG0000178,431588,GO:0005654
OG0000178,431588,GO:0045111
OG0000178,431588,GO:0001228
OG0000178,431588,GO:0045944
OG0000178,431588,GO:0043565
OG0000180,431003,GO:0008270
OG0000180,431003,GO:0061630
OG0000180,431003,GO:0046872
OG0000180,431003,GO:0005886
OG0000180,431003,GO:0016567
OG0000180,431003,GO:0099536
OG0000180,431003,GO:0043231
OG0000180,431003,GO:0045202
OG0000181,374014,GO:0007276
OG0000181,374014,GO:0005634
OG0000181,374014,GO:0007049
OG0000181,374014,GO:0005730
OG0000181,374014,GO:0016605
OG0000183,101751887,GO:0005515
OG0000186,107051537,GO:0003677
OG0000186,107051537,GO:0008270
OG0000186,107051537,GO:0006355
OG0000186,107051537,GO:0005634
OG0000186,107051537,GO:0003700
OG0000186,107051537,GO:0043565
OG0000186,107051537,GO:0004879
OG0000186,107051537,GO:0048384
OG0000186,107051537,GO:0003430
OG0000186,107051537,GO:0005667
OG0000186,107051537,GO:0060173
OG0000186,107051537,GO:0005654
OG0000186,107051537,GO:1990830
OG0000186,107051537,GO:0045944
OG0000186,107051537,GO:0008283
OG0000186,107051537,GO:0010628
OG0000186,107051537,GO:1990837
OG0000186,107051537,GO:0035264
OG0000186,107051537,GO:0001843
OG0000186,107051537,GO:0006915
OG0000186,107051537,GO:0000122
OG0000186,107051537,GO:0010468
OG0000186,107051537,GO:0003682
OG0000186,107051537,GO:0003417
OG0000186,107051537,GO:0060349
OG0000186,107051537,GO:0072089
OG0000186,107051537,GO:0000785
OG0000186,107051537,GO:2000647
OG0000186,107051537,GO:0048732
OG0000186,107051537,GO:0009952
OG0000186,107051537,GO:0002068
OG0000186,107051537,GO:0012501
OG0000186,107051537,GO:0032331
OG0000186,107051537,GO:0035116
OG0000186,107051537,GO:0043065
OG0000186,107051537,GO:0043068
OG0000186,107051537,GO:0048048
OG0000186,107051537,GO:0061037
OG0000186,107051537,GO:0060740
OG0000186,107051537,GO:0002063
OG0000186,107051537,GO:0048608
OG0000186,107051537,GO:0032526
OG0000186,107051537,GO:0045596
OG0000186,107051537,GO:0060429
OG0000186,107051537,GO:0060348
OG0000186,107051537,GO:0060324
OG0000186,107051537,GO:0031076
OG0000186,107051537,GO:0045637
OG0000186,107051537,GO:0060534
OG0000186,107051537,GO:0046965
OG0000186,107051537,GO:0070384
OG0000188,101748402,GO:0005515
OG0000188,101748402,GO:0003779
OG0000188,101748402,GO:0030018
OG0000188,101748402,GO:0043292
OG0000189,395638,
OG0000190,100858613,GO:0005509
OG0000194,100859273,GO:0004842
OG0000196,396534,GO:0006189
OG0000196,396534,GO:0006164
OG0000196,396534,GO:0004639
OG0000196,396534,GO:0000166
OG0000196,396534,GO:0005524
OG0000196,396534,GO:0003824
OG0000196,396534,GO:0004638
OG0000196,396534,GO:0016831
OG0000196,396534,GO:0016874
OG0000196,396534,GO:0043727
OG0000196,396534,GO:0008152
OG0000196,396534,
OG0000197,101748756,GO:0016021
OG0000197,101748756,GO:0005515
OG0000197,101748756,GO:0016020
OG0000197,101748756,GO:0006811
OG0000197,101748756,GO:0055085
OG0000197,101748756,GO:0070588
OG0000197,101748756,GO:0005262
OG0000197,101748756,GO:0005216
OG0000197,101748756,GO:0006874
OG0000197,101748756,GO:0005219
OG0000197,101748756,GO:0005509
OG0000197,101748756,GO:0051209
OG0000198,100859407,GO:0005975
OG0000198,100859407,GO:0016020
OG0000198,100859407,GO:0004553
OG0000198,100859407,GO:0004348
OG0000198,100859407,GO:0006680
OG0000198,100859407,GO:0016021
OG0000198,100859407,GO:0005829
OG0000198,100859407,GO:0008203
OG0000198,100859407,GO:0019898
OG0000198,100859407,GO:0042406
OG0000198,100859407,GO:0030833
OG0000198,100859407,GO:0008422
OG0000198,100859407,GO:0046527
OG0000198,100859407,GO:0050295
OG0000198,100859407,GO:0008206
OG0000198,100859407,GO:0016139
OG0000198,100859407,GO:0021954
OG0000198,100859407,GO:0030259
OG0000198,100859407,GO:0031113
OG0000198,100859407,GO:0097035
OG0000198,100859407,GO:0090498
OG0000201,100857659,GO:0005198
OG0000203,396538,GO:0005515
OG0000203,396538,GO:0005509
OG0000203,396538,GO:0043236
OG0000203,396538,GO:0007213
OG0000203,396538,GO:0043113
OG0000203,396538,GO:0005604
OG0000203,396538,GO:0062023
OG0000208,107055505,GO:0005515
OG0000212,107056305,GO:0003677
OG0000212,107056305,GO:0003899
OG0000212,107056305,GO:0006351
OG0000212,107056305,GO:0006366
OG0000213,100859602,GO:0008270
OG0000215,100858742,
OG0000215,100858742,GO:0006511
OG0000215,100858742,GO:0061630
OG0000215,100858742,GO:0016567
OG0000217,100858216,GO:0015986
OG0000217,100858216,GO:1902600
OG0000217,100858216,GO:0015078
OG0000217,100858216,GO:0045263
OG0000217,100858216,GO:0033177
OG0000218,100858439,GO:0005198
OG0000220,101750392,
OG0000221,415786,
OG0000223,770100,GO:0008270
OG0000224,121111155,GO:0005200
OG0000224,121111155,GO:0005882
OG0000224,121111155,GO:0007010
OG0000225,395243,GO:0006355
OG0000225,395243,GO:0005515
OG0000225,395243,GO:0003700
OG0000225,395243,GO:0043565
OG0000225,395243,GO:0000976
OG0000226,396170,GO:0005515
OG0000226,396170,GO:0005509
OG0000226,396170,GO:0150094
OG0000226,396170,GO:0005769
OG0000226,396170,GO:0043235
OG0000226,396170,GO:0044877
OG0000226,396170,GO:0045807
OG0000226,396170,GO:0016323
OG0000226,396170,GO:0150093
OG0000226,396170,GO:0010942
OG0000226,396170,GO:0006898
OG0000226,396170,GO:0032092
OG0000226,396170,GO:1903078
OG0000226,396170,GO:0034185
OG0000226,396170,GO:0016964
OG0000226,396170,GO:0032050
OG0000226,396170,GO:0038024
OG0000226,396170,GO:0006909
OG0000226,396170,GO:1905167
OG0000228,101750812,GO:0005515
OG0000231,416431,GO:0006511
OG0000231,416431,GO:0004843
OG0000231,416431,GO:0016579
OG0000232,427351,GO:0003677
OG0000232,427351,GO:0006355
OG0000232,427351,GO:0005634
OG0000232,427351,GO:0003700
OG0000232,427351,GO:0045893
OG0000232,427351,GO:0006351
OG0000232,427351,GO:0000976
OG0000232,427351,GO:0045892
OG0000232,427351,GO:0045944
OG0000232,427351,GO:0005667
OG0000232,427351,GO:0050796
OG0000232,427351,GO:0043565
OG0000232,427351,GO:0007368
OG0000232,427351,GO:1990837
OG0000232,427351,GO:0000785
OG0000232,427351,GO:0031018
OG0000232,427351,GO:0048469
OG0000232,427351,GO:0060271
OG0000232,427351,GO:0060285
OG0000232,427351,GO:0060287
OG0000232,427351,GO:0072560
OG0000232,427351,GO:2000078
OG0000232,427351,GO:0000978
OG0000232,427351,GO:0000981
OG0000232,427351,GO:0006357
OG0000233,427262,GO:0007186
OG0000233,427262,GO:0007165
OG0000233,427262,GO:0003924
OG0000233,427262,GO:0031683
OG0000233,427262,GO:0001664
OG0000233,427262,GO:0019001
OG0000233,427262,GO:0045202
OG0000233,427262,GO:0016020
OG0000233,427262,GO:0005096
OG0000233,427262,GO:0007189
OG0000233,427262,GO:0005834
OG0000233,427262,GO:0007188
OG0000233,427262,GO:0007603
OG0000233,427262,GO:0001508
OG0000233,427262,GO:0001750
OG0000233,427262,GO:0002046
OG0000233,427262,GO:0006469
OG0000233,427262,GO:0007213
OG0000233,427262,GO:0007215
OG0000233,427262,GO:0009649
OG0000233,427262,GO:0050821
OG0000233,427262,GO:0060828
OG0000233,427262,GO:0097232
OG0000234,427156,GO:0005524
OG0000234,427156,GO:0008017
OG0000234,427156,GO:0003777
OG0000234,427156,GO:0007018
OG0000234,427156,GO:0000166
OG0000234,427156,GO:0005813
OG0000234,427156,GO:0005819
OG0000234,427156,GO:0005874
OG0000234,427156,GO:0003774
OG0000234,427156,GO:0016887
OG0000234,427156,GO:0000226
OG0000234,427156,GO:0007052
OG0000234,427156,GO:0030334
OG0000234,427156,GO:0090307
OG0000234,427156,GO:0000922
OG0000234,427156,GO:0005654
OG0000234,427156,GO:0005730
OG0000234,427156,GO:0005737
OG0000234,427156,GO:0005814
